entity_code,period,date,gl_account,vendor,description,department,amount
002,03-2026,2026-03-13,7301,Municipal Tax Authority,Property tax / license fee — Business Licenses & Permits,Fixed Charges,12841.44
002,03-2026,2026-03-13,7402,Property Holdings Lease Co,Lease payment — Vehicle Lease,Fixed Charges,17034.08
002,03-2026,2026-03-14,5204,Urban Produce Co,Food & beverage supply delivery — F&B Waste & Spoilage,F&B,37166.81
002,03-2026,2026-03-14,5300,Internal Payroll,Payroll run — Kitchen Salaries,F&B,71370.2
002,03-2026,2026-03-14,6005,Nordic Payments Processing,Professional services invoice — Bad Debt Expense,Administrative,23473.18
002,03-2026,2026-03-14,6300,Oslo Energi AS,Monthly utility invoice — Electricity,Property Operations,15955.16
002,03-2026,2026-03-15,5702,ParkTech Systems,Invoice — Laundry & Valet Operating Expense,Other Operated,4532.95
002,03-2026,2026-03-15,6402,TeleNordic Communications,Systems & telecom invoice — Telecom & Internet,IT,3413.57
002,03-2026,2026-03-15,6500,Nordic Recruitment Partners,HR services invoice — Recruitment Costs,HR,16106.18
002,03-2026,2026-03-15,7002,Group Management Services,Management fee accrual — Central Reservation System Fee,Fixed Charges,13198.42
002,03-2026,2026-03-15,7201,Nordic Property Insurers,Insurance premium — General Liability Insurance,Fixed Charges,5542.76
002,03-2026,2026-03-15,7401,Property Holdings Lease Co,Lease payment — Equipment Lease,Fixed Charges,8736.69
002,03-2026,2026-03-16,5001,Internal Payroll,Payroll run — Housekeeping Salaries,Rooms,90708.0
002,03-2026,2026-03-16,5703,Business Services Nordic,Invoice — Gift Shop Cost of Sales,Other Operated,4321.5
002,03-2026,2026-03-16,6105,Nordic PR Partners,Marketing services invoice — Sales & Marketing Travel,Sales & Marketing,9206.58
002,03-2026,2026-03-17,5102,CleanPro Contract Services,Invoice — Reservation & Distribution Costs,Rooms,15774.27
002,03-2026,2026-03-17,5400,Nordic Uniform & Linen,"Invoice — China, Glass & Silver",F&B,10756.34
002,03-2026,2026-03-17,6101,Nordic PR Partners,Marketing services invoice — Advertising & Media,Sales & Marketing,22112.73
002,03-2026,2026-03-17,6102,Scandinavian Media Group,Marketing services invoice — Digital Marketing & OTA Commission,Sales & Marketing,12451.99
002,03-2026,2026-03-17,6103,Nordic Print & Signage,Marketing services invoice — Public Relations,Sales & Marketing,9885.63
002,03-2026,2026-03-17,6205,ElevateTech Elevator Co,"Maintenance contract charge — Furniture, Fixtures & Equipment Repairs",Property Operations,8160.22
002,03-2026,2026-03-17,6403,TeleNordic Communications,Systems & telecom invoice — Software Licenses,IT,7262.16
002,03-2026,2026-03-18,5100,CleanPro Contract Services,Invoice — Guest Supplies,Rooms,11003.96
002,03-2026,2026-03-18,5105,CleanPro Contract Services,Invoice — Uniforms – Rooms Division,Rooms,14460.27
002,03-2026,2026-03-18,5200,Fresh Fjord Seafood,Food & beverage supply delivery — Food Cost of Sales,F&B,58677.7
002,03-2026,2026-03-18,6205,Nordic Facilities Services,"Maintenance contract charge — Furniture, Fixtures & Equipment Repairs",Property Operations,8160.22
002,03-2026,2026-03-18,6403,CloudHost Nordic,Systems & telecom invoice — Software Licenses,IT,7262.16
002,03-2026,2026-03-18,7101,Group Brand Licensing Corp,Brand franchise fee accrual — Brand Marketing Assessment Fee,Fixed Charges,29923.31
002,03-2026,2026-03-19,5103,Nordic Linen Services,Invoice — Rooms Division Contract Cleaning,Rooms,13493.79
002,03-2026,2026-03-19,5400,TableSet Supply Co,"Invoice — China, Glass & Silver",F&B,10756.35
002,03-2026,2026-03-19,5502,Internal Payroll,Payroll run — Spa Payroll Tax & Benefits,Spa & Wellness,26879.92
002,03-2026,2026-03-19,6102,Scandinavian Media Group,Marketing services invoice — Digital Marketing & OTA Commission,Sales & Marketing,12451.99
002,03-2026,2026-03-20,5100,CleanPro Contract Services,Invoice — Guest Supplies,Rooms,11003.96
002,03-2026,2026-03-20,5403,TableSet Supply Co,Invoice — F&B Other Operating Expense,F&B,20350.55
002,03-2026,2026-03-20,5500,Internal Payroll,Payroll run — Spa Therapist Salaries,Spa & Wellness,18038.1
002,03-2026,2026-03-20,5702,ParkTech Systems,Invoice — Laundry & Valet Operating Expense,Other Operated,4532.95
002,03-2026,2026-03-20,6106,BookingBridge OTA Services,Marketing services invoice — Trade Show & Sponsorship Costs,Sales & Marketing,18125.16
002,03-2026,2026-03-20,6107,Nordic Print & Signage,Marketing services invoice — Website & Photography,Sales & Marketing,15816.52
002,03-2026,2026-03-20,6107,Scandinavian Media Group,Marketing services invoice — Website & Photography,Sales & Marketing,15816.53
002,03-2026,2026-03-20,6304,Bergen Kraft AS,Monthly utility invoice — Fuel Oil / Backup Generator Fuel,Property Operations,20447.39
002,03-2026,2026-03-20,7100,Group Brand Licensing Corp,Brand franchise fee accrual — Brand Franchise Fee,Fixed Charges,20590.06
002,03-2026,2026-03-21,5202,Fresh Fjord Seafood,Food & beverage supply delivery — Banquet Cost of Sales,F&B,22207.67
002,03-2026,2026-03-21,5304,Internal Payroll,Payroll run — F&B Temporary Labor,F&B,83249.47
002,03-2026,2026-03-21,5401,TableSet Supply Co,Invoice — F&B Operating Supplies,F&B,11726.09
002,03-2026,2026-03-21,6008,Nordheim Legal Partners,Professional services invoice — IT & Admin Travel,Administrative,43660.09
002,03-2026,2026-03-21,6501,Nordic Recruitment Partners,HR services invoice — Staff Training & Development,HR,7954.44
002,03-2026,2026-03-21,7300,Municipal Tax Authority,Property tax / license fee — Municipal Property Tax,Fixed Charges,19249.82
002,03-2026,2026-03-22,5402,Kitchen Equipment Services,Invoice — F&B Contract Services,F&B,7203.92
002,03-2026,2026-03-22,6002,Office Plus Nordic,Professional services invoice — Professional Fees – Legal,Administrative,11823.23
002,03-2026,2026-03-22,6004,Office Plus Nordic,Professional services invoice — Bank Charges & Merchant Fees,Administrative,12180.6
002,03-2026,2026-03-22,6104,Scandinavian Media Group,Marketing services invoice — Loyalty Program Costs,Sales & Marketing,18618.57
002,03-2026,2026-03-22,6302,Oslo Energi AS,Monthly utility invoice — Water & Sewer,Property Operations,24718.46
002,03-2026,2026-03-22,6600,SecureNordic Services,Security services contract — Security Staff & Contracts,Security,19992.62
002,03-2026,2026-03-22,6601,SecureNordic Services,Security services contract — Security Systems & Monitoring,Security,9746.2
002,03-2026,2026-03-22,7001,Group Management Services,Management fee accrual — Incentive Management Fee,Fixed Charges,14092.52
002,03-2026,2026-03-23,5204,Baltic Beverage Supply,Food & beverage supply delivery — F&B Waste & Spoilage,F&B,37166.81
002,03-2026,2026-03-23,5600,Wellness Supply Nordic,Invoice — Spa Operating Supplies,Spa & Wellness,6526.82
002,03-2026,2026-03-23,5601,Wellness Supply Nordic,Invoice — Spa Retail Cost of Sales,Spa & Wellness,2758.95
002,03-2026,2026-03-23,5601,Wellness Supply Nordic,Invoice — Spa Retail Cost of Sales,Spa & Wellness,2758.95
002,03-2026,2026-03-23,6102,BookingBridge OTA Services,Marketing services invoice — Digital Marketing & OTA Commission,Sales & Marketing,12451.99
002,03-2026,2026-03-23,6300,City Water Utility,Monthly utility invoice — Electricity,Property Operations,15955.16
002,03-2026,2026-03-23,6401,PMS Systems AB,Systems & telecom invoice — IT Support Contract,IT,6964.8
002,03-2026,2026-03-23,6403,PMS Systems AB,Systems & telecom invoice — Software Licenses,IT,7262.16
002,03-2026,2026-03-23,6503,Nordic Recruitment Partners,HR services invoice — HR Administration,HR,7137.63
002,03-2026,2026-03-24,5203,Urban Produce Co,Food & beverage supply delivery — F&B Inventory Adjustment,F&B,88285.98
002,03-2026,2026-03-24,6402,PMS Systems AB,Systems & telecom invoice — Telecom & Internet,IT,3413.58
002,03-2026,2026-03-24,7001,Group Management Services,Management fee accrual — Incentive Management Fee,Fixed Charges,14092.51
002,03-2026,2026-03-24,7400,Property Holdings Lease Co,Lease payment — Land Lease,Fixed Charges,28966.03
002,03-2026,2026-03-25,6002,Office Plus Nordic,Professional services invoice — Professional Fees – Legal,Administrative,11823.23
002,03-2026,2026-03-25,6004,Baltic Audit & Assurance,Professional services invoice — Bank Charges & Merchant Fees,Administrative,12180.61
002,03-2026,2026-03-25,6104,Scandinavian Media Group,Marketing services invoice — Loyalty Program Costs,Sales & Marketing,18618.57
002,03-2026,2026-03-25,6201,ElevateTech Elevator Co,Maintenance contract charge — Building Repairs & Maintenance,Property Operations,17793.93
002,03-2026,2026-03-25,6401,TeleNordic Communications,Systems & telecom invoice — IT Support Contract,IT,6964.8
002,03-2026,2026-03-25,6404,TeleNordic Communications,Systems & telecom invoice — Guest Wi-Fi Infrastructure,IT,7463.49
002,03-2026,2026-03-25,7101,Group Brand Licensing Corp,Brand franchise fee accrual — Brand Marketing Assessment Fee,Fixed Charges,29923.31
002,03-2026,2026-03-26,5102,Nordic Linen Services,Invoice — Reservation & Distribution Costs,Rooms,15774.26
002,03-2026,2026-03-26,5105,CleanPro Contract Services,Invoice — Uniforms – Rooms Division,Rooms,14460.27
002,03-2026,2026-03-26,5202,Nordic Food Distributors AS,Food & beverage supply delivery — Banquet Cost of Sales,F&B,22207.68
002,03-2026,2026-03-26,6202,Nordic Facilities Services,Maintenance contract charge — Grounds & Landscaping,Property Operations,15970.53
002,03-2026,2026-03-26,6402,PMS Systems AB,Systems & telecom invoice — Telecom & Internet,IT,3413.58
002,03-2026,2026-03-26,6602,SecureNordic Services,Security services contract — CCTV Maintenance,Security,9278.2
002,03-2026,2026-03-26,7000,Group Management Services,Management fee accrual — Base Management Fee,Fixed Charges,63845.14
002,03-2026,2026-03-26,7002,Group Management Services,Management fee accrual — Central Reservation System Fee,Fixed Charges,13198.43
002,03-2026,2026-03-26,7002,Group Management Services,Management fee accrual — Central Reservation System Fee,Fixed Charges,13198.43
002,03-2026,2026-03-26,7301,Municipal Tax Authority,Property tax / license fee — Business Licenses & Permits,Fixed Charges,12841.43
002,03-2026,2026-03-27,5402,TableSet Supply Co,Invoice — F&B Contract Services,F&B,7203.93
002,03-2026,2026-03-27,6101,BookingBridge OTA Services,Marketing services invoice — Advertising & Media,Sales & Marketing,22112.72
002,03-2026,2026-03-27,6203,ElevateTech Elevator Co,Maintenance contract charge — Elevator & Life Safety Contracts,Property Operations,10341.96
002,03-2026,2026-03-27,7201,Nordic Property Insurers,Insurance premium — General Liability Insurance,Fixed Charges,5542.76
002,03-2026,2026-03-28,5602,Wellness Supply Nordic,Invoice — Spa Equipment Maintenance,Spa & Wellness,11825.7
002,03-2026,2026-03-28,6200,Internal Payroll,Payroll run — Engineering Salaries,Property Operations,35552.84
002,03-2026,2026-03-28,6502,SkillUp Training Institute,HR services invoice — Employee Welfare & Uniforms,HR,12319.24
002,03-2026,2026-03-29,5004,Internal Payroll,Payroll run — Concierge & Guest Services Salaries,Rooms,95095.82
002,03-2026,2026-03-29,5303,Internal Payroll,Payroll run — F&B Payroll Tax & Benefits,F&B,98791.45
002,03-2026,2026-03-29,6009,Nordic Payments Processing,Professional services invoice — Board & Owner Reporting Costs,Administrative,26876.07
002,03-2026,2026-03-29,6204,CoolFlow HVAC Services,Maintenance contract charge — Maintenance Supplies,Property Operations,30856.95
002,03-2026,2026-03-29,6401,TeleNordic Communications,Systems & telecom invoice — IT Support Contract,IT,6964.8
002,03-2026,2026-03-29,6601,SecureNordic Services,Security services contract — Security Systems & Monitoring,Security,9746.21
002,03-2026,2026-03-29,7201,Nordic Property Insurers,Insurance premium — General Liability Insurance,Fixed Charges,5542.75
002,03-2026,2026-03-30,5005,Internal Payroll,Payroll run — Rooms Division Temporary Labor,Rooms,82793.56
002,03-2026,2026-03-30,5105,Reservation Systems Partners,Invoice — Uniforms – Rooms Division,Rooms,14460.28
002,03-2026,2026-03-30,5600,Wellness Supply Nordic,Invoice — Spa Operating Supplies,Spa & Wellness,6526.82
002,03-2026,2026-03-30,6501,Nordic Recruitment Partners,HR services invoice — Staff Training & Development,HR,7954.43
002,03-2026,2026-03-31,5102,CleanPro Contract Services,Invoice — Reservation & Distribution Costs,Rooms,15774.26
002,03-2026,2026-03-31,5402,Kitchen Equipment Services,Invoice — F&B Contract Services,F&B,7203.92
002,03-2026,2026-03-31,5404,Kitchen Equipment Services,Invoice — F&B Uniforms & Laundry,F&B,36962.58
002,03-2026,2026-03-31,6502,SkillUp Training Institute,HR services invoice — Employee Welfare & Uniforms,HR,12319.25
002,03-2026,2026-03-31,7200,Nordic Property Insurers,Insurance premium — Property Insurance,Fixed Charges,28268.3
002,03-2026,2026-03-31,7401,Property Holdings Lease Co,Lease payment — Equipment Lease,Fixed Charges,8736.69
