entity_code,period,date,gl_account,vendor,description,department,amount
004,03-2026,2026-03-13,6302,City Water Utility,Monthly utility invoice — Water & Sewer,Property Operations,31202.1
004,03-2026,2026-03-13,7001,Group Management Services,Management fee accrual — Incentive Management Fee,Fixed Charges,18192.44
004,03-2026,2026-03-13,7101,Group Brand Licensing Corp,Brand franchise fee accrual — Brand Marketing Assessment Fee,Fixed Charges,58510.26
004,03-2026,2026-03-13,7200,Nordic Property Insurers,Insurance premium — Property Insurance,Fixed Charges,12091.22
004,03-2026,2026-03-14,6300,City Water Utility,Monthly utility invoice — Electricity,Property Operations,60420.58
004,03-2026,2026-03-15,5004,Internal Payroll,Payroll run — Concierge & Guest Services Salaries,Rooms,125076.74
004,03-2026,2026-03-15,5104,GuestSupply Nordic AB,Invoice — Rooms Division Other Operating Expense,Rooms,17382.92
004,03-2026,2026-03-15,6005,Office Plus Nordic,Professional services invoice — Bad Debt Expense,Administrative,59264.32
004,03-2026,2026-03-15,6009,Office Plus Nordic,Professional services invoice — Board & Owner Reporting Costs,Administrative,16963.96
004,03-2026,2026-03-15,6103,Nordic PR Partners,Marketing services invoice — Public Relations,Sales & Marketing,19152.91
004,03-2026,2026-03-15,6203,ElevateTech Elevator Co,Maintenance contract charge — Elevator & Life Safety Contracts,Property Operations,8776.46
004,03-2026,2026-03-16,5002,Internal Payroll,Overtime — Front Office (covering extended staff leave),Rooms,99909.32
004,03-2026,2026-03-16,5002,Internal Payroll,Overtime — Housekeeping (covering extended staff leave),Rooms,66606.22
004,03-2026,2026-03-16,5401,TableSet Supply Co,Invoice — F&B Operating Supplies,F&B,9964.44
004,03-2026,2026-03-16,5404,Nordic Uniform & Linen,Invoice — F&B Uniforms & Laundry,F&B,23557.16
004,03-2026,2026-03-16,6002,Office Plus Nordic,Professional services invoice — Professional Fees – Legal,Administrative,22388.18
004,03-2026,2026-03-16,6003,Baltic Audit & Assurance,Professional services invoice — Professional Fees – Audit,Administrative,16183.58
004,03-2026,2026-03-16,7100,Group Brand Licensing Corp,Brand franchise fee accrual — Brand Franchise Fee,Fixed Charges,53680.76
004,03-2026,2026-03-16,7401,Property Holdings Lease Co,Lease payment — Equipment Lease,Fixed Charges,16706.34
004,03-2026,2026-03-17,6009,Nordheim Legal Partners,Professional services invoice — Board & Owner Reporting Costs,Administrative,16963.96
004,03-2026,2026-03-17,6202,ElevateTech Elevator Co,Maintenance contract charge — Grounds & Landscaping,Property Operations,20329.51
004,03-2026,2026-03-17,6301,Copenhagen Varme A/S,Monthly utility invoice — District Heating,Property Operations,21662.61
004,03-2026,2026-03-17,6304,Nordic District Heating,Monthly utility invoice — Fuel Oil / Backup Generator Fuel,Property Operations,51621.48
004,03-2026,2026-03-17,7101,Group Brand Licensing Corp,Brand franchise fee accrual — Brand Marketing Assessment Fee,Fixed Charges,58510.26
004,03-2026,2026-03-18,5005,Nordic Staffing Partners,Temporary housekeeping labor — staffing gap coverage,Rooms,180710.54
004,03-2026,2026-03-18,5200,Nordic Food Distributors AS,Food & beverage supply delivery — Food Cost of Sales,F&B,38652.4
004,03-2026,2026-03-18,6101,Nordic PR Partners,Marketing services invoice — Advertising & Media,Sales & Marketing,28561.5
004,03-2026,2026-03-18,6106,Nordic Print & Signage,Marketing services invoice — Trade Show & Sponsorship Costs,Sales & Marketing,70233.11
004,03-2026,2026-03-18,6402,PMS Systems AB,Systems & telecom invoice — Telecom & Internet,IT,6495.9
004,03-2026,2026-03-18,6602,SecureNordic Services,Security services contract — CCTV Maintenance,Security,17666.56
004,03-2026,2026-03-18,7300,Municipal Tax Authority,Property tax / license fee — Municipal Property Tax,Fixed Charges,8130.81
004,03-2026,2026-03-19,6203,ElevateTech Elevator Co,Maintenance contract charge — Elevator & Life Safety Contracts,Property Operations,8776.45
004,03-2026,2026-03-19,6205,ElevateTech Elevator Co,"Maintenance contract charge — Furniture, Fixtures & Equipment Repairs",Property Operations,15581.19
004,03-2026,2026-03-19,6207,Nordic Facilities Services,Maintenance contract charge — Pest Control,Property Operations,36895.96
004,03-2026,2026-03-19,6504,Nordic Recruitment Partners,HR services invoice — Staff Meals,HR,4485.19
004,03-2026,2026-03-19,7000,Group Management Services,Management fee accrual — Base Management Fee,Fixed Charges,27473.19
004,03-2026,2026-03-20,5102,Nordic Linen Services,Invoice — Reservation & Distribution Costs,Rooms,29365.93
004,03-2026,2026-03-20,5402,TableSet Supply Co,Invoice — F&B Contract Services,F&B,13773.71
004,03-2026,2026-03-20,5404,Kitchen Equipment Services,Invoice — F&B Uniforms & Laundry,F&B,23557.17
004,03-2026,2026-03-20,6000,Internal Payroll,Payroll run — Executive Office Salaries,Administrative,46151.2
004,03-2026,2026-03-20,6202,Nordic Facilities Services,Maintenance contract charge — Grounds & Landscaping,Property Operations,20329.51
004,03-2026,2026-03-20,6204,ElevateTech Elevator Co,Maintenance contract charge — Maintenance Supplies,Property Operations,13093.01
004,03-2026,2026-03-20,6401,PMS Systems AB,Systems & telecom invoice — IT Support Contract,IT,26507.46
004,03-2026,2026-03-21,5203,Baltic Beverage Supply,Food & beverage supply delivery — F&B Inventory Adjustment,F&B,58156.09
004,03-2026,2026-03-21,5302,Internal Payroll,Payroll run — Banquet Service Salaries,F&B,119476.41
004,03-2026,2026-03-21,5602,Spa Retail Distributors,Invoice — Spa Equipment Maintenance,Spa & Wellness,7557.43
004,03-2026,2026-03-21,6105,Nordic PR Partners,Marketing services invoice — Sales & Marketing Travel,Sales & Marketing,17837.26
004,03-2026,2026-03-21,6303,City Water Utility,Monthly utility invoice — Waste & Recycling,Property Operations,21133.52
004,03-2026,2026-03-21,6504,SkillUp Training Institute,HR services invoice — Staff Meals,HR,4485.18
004,03-2026,2026-03-21,7301,Municipal Tax Authority,Property tax / license fee — Business Licenses & Permits,Fixed Charges,10848.02
004,03-2026,2026-03-21,7301,Municipal Tax Authority,Property tax / license fee — Business Licenses & Permits,Fixed Charges,10848.02
004,03-2026,2026-03-22,5103,Reservation Systems Partners,Invoice — Rooms Division Contract Cleaning,Rooms,25120.51
004,03-2026,2026-03-22,5701,ParkTech Systems,Invoice — Business Center Operating Expense,Other Operated,25092.14
004,03-2026,2026-03-22,6008,Office Plus Nordic,Professional services invoice — IT & Admin Travel,Administrative,27557.9
004,03-2026,2026-03-23,5301,Internal Payroll,Payroll run — Restaurant & Bar Salaries,F&B,113224.88
004,03-2026,2026-03-23,5500,Internal Payroll,Payroll run — Spa Therapist Salaries,Spa & Wellness,22432.51
004,03-2026,2026-03-23,5700,Business Services Nordic,Invoice — Parking Operating Expense,Other Operated,12095.57
004,03-2026,2026-03-23,6004,Nordheim Legal Partners,Professional services invoice — Bank Charges & Merchant Fees,Administrative,15376.59
004,03-2026,2026-03-23,6006,Office Plus Nordic,Professional services invoice — Office Supplies & Postage,Administrative,18307.8
004,03-2026,2026-03-23,6403,PMS Systems AB,Systems & telecom invoice — Software Licenses,IT,9213.06
004,03-2026,2026-03-23,7200,Nordic Property Insurers,Insurance premium — Property Insurance,Fixed Charges,12091.23
004,03-2026,2026-03-24,5100,Nordic Linen Services,Invoice — Guest Supplies,Rooms,40970.73
004,03-2026,2026-03-24,7002,Group Management Services,Management fee accrual — Central Reservation System Fee,Fixed Charges,25557.36
004,03-2026,2026-03-25,5200,Fresh Fjord Seafood,Food & beverage supply delivery — Food Cost of Sales,F&B,38652.41
004,03-2026,2026-03-25,5201,Fresh Fjord Seafood,Food & beverage supply delivery — Beverage Cost of Sales,F&B,104900.82
004,03-2026,2026-03-25,5303,Internal Payroll,Payroll run — F&B Payroll Tax & Benefits,F&B,124109.75
004,03-2026,2026-03-25,6302,Nordic District Heating,Monthly utility invoice — Water & Sewer,Property Operations,31202.1
004,03-2026,2026-03-25,6503,Nordic Recruitment Partners,HR services invoice — HR Administration,HR,13717.83
004,03-2026,2026-03-25,6601,SecureNordic Services,Security services contract — Security Systems & Monitoring,Security,24743.58
004,03-2026,2026-03-26,5600,Spa Retail Distributors,Invoice — Spa Operating Supplies,Spa & Wellness,8342.16
004,03-2026,2026-03-26,6003,Nordic Payments Processing,Professional services invoice — Professional Fees – Audit,Administrative,16183.57
004,03-2026,2026-03-26,6101,BookingBridge OTA Services,Marketing services invoice — Advertising & Media,Sales & Marketing,28561.51
004,03-2026,2026-03-26,6301,Copenhagen Varme A/S,Monthly utility invoice — District Heating,Property Operations,21662.61
004,03-2026,2026-03-26,6602,SecureNordic Services,Security services contract — CCTV Maintenance,Security,17666.57
004,03-2026,2026-03-26,7001,Group Management Services,Management fee accrual — Incentive Management Fee,Fixed Charges,18192.44
004,03-2026,2026-03-26,7300,Municipal Tax Authority,Property tax / license fee — Municipal Property Tax,Fixed Charges,8130.8
004,03-2026,2026-03-27,5104,Reservation Systems Partners,Invoice — Rooms Division Other Operating Expense,Rooms,17382.92
004,03-2026,2026-03-27,5202,Nordic Food Distributors AS,Food & beverage supply delivery — Banquet Cost of Sales,F&B,43886.19
004,03-2026,2026-03-27,5502,Internal Payroll,Payroll run — Spa Payroll Tax & Benefits,Spa & Wellness,33428.37
004,03-2026,2026-03-27,5601,Spa Retail Distributors,Invoice — Spa Retail Cost of Sales,Spa & Wellness,3526.31
004,03-2026,2026-03-27,6004,Nordic Payments Processing,Professional services invoice — Bank Charges & Merchant Fees,Administrative,15376.6
004,03-2026,2026-03-27,6007,Nordheim Legal Partners,Professional services invoice — General Admin Other,Administrative,15072.26
004,03-2026,2026-03-27,6201,Nordic Facilities Services,Maintenance contract charge — Building Repairs & Maintenance,Property Operations,15100.4
004,03-2026,2026-03-27,6404,CloudHost Nordic,Systems & telecom invoice — Guest Wi-Fi Infrastructure,IT,6312.32
004,03-2026,2026-03-28,6205,Nordic Facilities Services,"Maintenance contract charge — Furniture, Fixtures & Equipment Repairs",Property Operations,15581.19
004,03-2026,2026-03-28,6404,TeleNordic Communications,Systems & telecom invoice — Guest Wi-Fi Infrastructure,IT,6312.33
004,03-2026,2026-03-28,6502,Nordic Recruitment Partners,HR services invoice — Employee Welfare & Uniforms,HR,31568.52
004,03-2026,2026-03-29,5104,Reservation Systems Partners,Invoice — Rooms Division Other Operating Expense,Rooms,17382.92
004,03-2026,2026-03-29,5203,Fresh Fjord Seafood,Food & beverage supply delivery — F&B Inventory Adjustment,F&B,58156.09
004,03-2026,2026-03-29,6600,SecureNordic Services,Security services contract — Security Staff & Contracts,Security,25378.54
004,03-2026,2026-03-30,5000,Internal Payroll,Payroll run — Front Office Salaries,Rooms,128249.5
004,03-2026,2026-03-30,5102,CleanPro Contract Services,Invoice — Reservation & Distribution Costs,Rooms,29365.93
004,03-2026,2026-03-30,5702,ParkTech Systems,Invoice — Laundry & Valet Operating Expense,Other Operated,8617.17
004,03-2026,2026-03-30,6303,City Water Utility,Monthly utility invoice — Waste & Recycling,Property Operations,21133.51
004,03-2026,2026-03-30,7000,Group Management Services,Management fee accrual — Base Management Fee,Fixed Charges,27473.19
004,03-2026,2026-03-31,5402,TableSet Supply Co,Invoice — F&B Contract Services,F&B,13773.71
004,03-2026,2026-03-31,5602,Spa Retail Distributors,Invoice — Spa Equipment Maintenance,Spa & Wellness,7557.42
004,03-2026,2026-03-31,6006,Nordheim Legal Partners,Professional services invoice — Office Supplies & Postage,Administrative,18307.8
004,03-2026,2026-03-31,6102,Nordic Print & Signage,Marketing services invoice — Digital Marketing & OTA Commission,Sales & Marketing,48250.17
004,03-2026,2026-03-31,6201,ElevateTech Elevator Co,Maintenance contract charge — Building Repairs & Maintenance,Property Operations,15100.39
004,03-2026,2026-03-31,6402,CloudHost Nordic,Systems & telecom invoice — Telecom & Internet,IT,6495.9
004,03-2026,2026-03-31,7202,Nordic Property Insurers,Insurance premium — Business Interruption Insurance,Fixed Charges,27102.57
